Project,Year,Budget,Gross floor area (Cement floor finish),Gross floor area (unglazed tiles),"gross floor area  (cement floor finish, groove)",Number of floors,Grade 40,Grade 60,Number of rooms,Volume of structural concrete (cu.m.) wall footing/septic vault/stiffners CLASS A 28 DAYS / Lean Concrete,Volume of structural concrete (cu.m.) footings on fill CLASS A 28 DAYS,Volume of structural concrete (cu.m.) footing tie beams CLASS A 28 DAYS,Volume of structural concrete (cu.m.) columns CLASS A 28 DAYS,Volume of structural concrete (cu.m.) suspended slab CLASS A 28 DAYS,Volume of structural concrete (cu.m.) beams/girders CLASS A 28 DAYS,Volume of structural concrete (cu.m.) 3000 PSI  CLASS A 28 DAYS,Volume of structural concrete (cu.m.)  CLASS A 14 DAYS,Volume of structural concrete (cu.m.)  CLASS A 28 DAYS,Volume of structural concrete (cu.m.)  CLASS A 28 DAYS 4000 PSI,Volume of structural concrete (cu.m.)  CLASS B 28 DAYS,Volume of structural concrete (cu.m.)  CLASS AA 400 PSI @ 28 days,Volume of structural concrete (cu.m.)  CLASS A/B 2500 psi 28 days / Reimforced concrete,Area of formworks (sq.m.),Types of footings/foundation,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50
2 STY 4 CLS Vigan Ilocos Sur,2019,10862688.3,65076.939999999995,481447.161,0.0,0.0,1151863.6394,1637180.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938514.036,0.0,0.0,0.0,0.0,590169.9042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4 STY 20 CLS Belison, Antique",2020,46481067.07,729053.2824,95235.6,0.0,0.0,4084067.4,9317275.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8133817.92,0.0,0.0,0.0,0.0,2213752.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3 STY 9 CLS San, Joquin, Iloilo",2018,14804621.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 STY 2 CLS Tandag City, Surigao Del Sur",2024,4924058.92,77805.0,9479.134399999999,0.0,0.0,1188202.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360830.75,0.0,199128.839,0.0,0.0,0.0,0.0,119849.47679999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3 STY 12 CLS sIPALAY ciTY, nEGROS oCCIDENTAL",2018,30144572.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 STY 3 CLS NABAS AKLAN,2023,9184048.94,119952.22499999999,23190.271200000003,0.0,0.0,1998264.7875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016378.5597,0.0,0.0,0.0,0.0,306935.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 STY 6 CLS CEBU CITY,2018,16461811.0,80035.84,54484.02,0.0,0.0,4022159.4399999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2980994.56,0.0,0.0,0.0,0.0,1427333.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 STY 8 CLS SANTA ROSA LAGUNA,2018,38845165.0,8302.2,7165028.88,0.0,0.0,3483058.5,5213673.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379807.92,0.0,0.0,5824722.15,0.0,0.0,0.0,1709447.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 6 CLS SANTA MARIA BULACAN,2024,23686235.62,239770.88,1125537.084,0.0,0.0,1666026.8752000001,1844452.0704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2296937.771,0.0,0.0,0.0,0.0,0.0,1621484.9028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 STY 4 CLS PATIKUL SULU,2000,9944999.11,19211.2,18014.100000000002,0.0,0.0,1677397.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007564.8319999999,0.0,0.0,0.0,0.0,0.0,0.0,996555.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 STY 8 CLS CEBU CITY,2024,14915000.0,324760.0,132300.0,0.0,0.0,1478900.0,3374340.0,0.0,0.0,0.0,0.0,597400.0,628300.0,850779.9999999999,0.0,0.0,103400.0,0.0,0.0,0.0,0.0,957600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 STY 12 CLS ANTIPOLO RIZAL,2024,39202994.03,535056.9,895034.5599999999,0.0,0.0,10278863.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6692702.210599999,0.0,0.0,0.0,2086589.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 STY 8 CLS SAN JOSE DEL MONTE BULACAN,2024,21233360.79,150897.618,719358.4029,0.0,0.0,870328.0508999999,2323294.2184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3108062.0375,0.0,0.0,0.0,0.0,0.0,1965829.8565999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 1 CLS TANDAG CITY, SURIGAO DEL SUR",2024,3444309.0,27352.08,10415.537999999999,0.0,0.0,911987.4225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219436.8816,0.0,150320.65099999998,0.0,0.0,0.0,0.0,94447.63799999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS NAGCARLAN LAGUNA,2024,9671400.0,37260.0,30810.0,0.0,0.0,1014846.0,1480951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527250.0,0.0,0.0,2274480.0,0.0,0.0,0.0,807875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS SAN JOSE BATANGAS,2024,24128750.0,11536.0,235056.0,0.0,0.0,1417282.5,2007929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,894970.0,0.0,0.0,1959105.0,0.0,0.0,0.0,857142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 5 CLS La paz, zamboanga",2023,10629229.8,233280.3002,16268.175,0.0,0.0,2536352.2613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1852801.9293,0.0,0.0,0.0,0.0,0.0,0.0,450910.06019999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 STY 4 CLS Nueva Valencia Guimaas,2023,11442537.6,195935.22,30022.835799999997,0.0,0.0,619855.5617,1685003.9034999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1489347.452,0.0,0.0,0.0,0.0,394790.48319999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS San Miguel Catanduanes,2023,28337380.67,223185.93009999997,27441.114749999997,0.0,0.0,5310357.9568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963174.6968,0.0,0.0,0.0,0.0,0.0,713877.6744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS San Miguel Catanduanes,2023,28337380.67,223185.93009999997,27441.114749999997,0.0,0.0,5310357.9568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963174.6968,0.0,0.0,0.0,0.0,0.0,713877.6744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS San Miguel Catanduanes,2023,28337380.67,223185.93009999997,27441.114749999997,0.0,0.0,5310357.9568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963174.6968,0.0,0.0,0.0,0.0,0.0,713877.6744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS San Miguel Catanduanes,2023,28337380.67,223185.93009999997,27441.114749999997,0.0,0.0,5310357.9568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963174.6968,0.0,0.0,0.0,0.0,0.0,713877.6744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS San Miguel Catanduanes,2023,28337380.67,223185.93009999997,27441.114749999997,0.0,0.0,5310357.9568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963174.6968,0.0,0.0,0.0,0.0,0.0,713877.6744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS San Miguel Catanduanes,2023,28337380.67,223185.93009999997,27441.114749999997,0.0,0.0,5310357.9568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963174.6968,0.0,0.0,0.0,0.0,0.0,713877.6744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS San Miguel Catanduanes,2023,28337380.67,223185.93009999997,27441.114749999997,0.0,0.0,5310357.9568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963174.6968,0.0,0.0,0.0,0.0,0.0,713877.6744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS San Miguel Catanduanes,2023,28337380.67,223185.93009999997,27441.114749999997,0.0,0.0,5310357.9568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963174.6968,0.0,0.0,0.0,0.0,0.0,713877.6744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 2 CLS sibunag, guimaras",2018,8451679.65,159792.3,35743.965,0.0,0.0,1469720.8201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875576.7474,0.0,0.0,0.0,0.0,216280.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4 STY 12 CLS Lucena, QUezon Province (has lean concrete)",2018,34993788.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 STY 4 CLS SIpalay City, Negros Occidnetal",2024,13979500.0,119333.5,36115.0,793800.0,0.0,2613745.5436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938969.5586000001,0.0,0.0,0.0,0.0,0.0,0.0,796031.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 2 CLS Lapining, Northern Samar",2024,5949900.0,106963.92,0.0,0.0,0.0,977374.4999999999,435925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94422.24,0.0,0.0,0.0,0.0,405979.64999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 2 CLS Las Navas, Northern Samar",2024,5961565.59,111006.36,0.0,0.0,0.0,1013286.6,432512.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983820.24,0.0,0.0,0.0,0.0,406270.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Project 98: Pambujan, Northern Samar",2024,5948888.0,98070.20999999999,0.0,0.0,0.0,1011087.8999999999,434043.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859464.72,0.0,0.0,0.0,0.0,405205.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 2 CLS MaLOLOS Bulacan,2024,9746839.41,53068.208000000006,0.0,0.0,0.0,1461409.0725000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995297.2619999999,0.0,0.0,0.0,0.0,696360.8106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4 STY 12 CLS Meycuayan, Bulacan",2024,39378915.66,649891.68,2850798.6232,0.0,0.0,1957301.5161000001,5296328.5156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6315026.931,0.0,0.0,0.0,0.0,0.0,3793412.1456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS taay, rizal",2023,19199166.94,185001.39860000001,27547.29,0.0,0.0,1732524.348,1918278.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2205625.3539,0.0,0.0,0.0,0.0,1083887.6194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 STY 9 CLS San Luis Aurora,2023,29466330.56,200386.635,123165.5629,0.0,0.0,2895104.701,7574979.028000001,0.0,0.0,209828.10359999997,0.0,0.0,0.0,0.0,0.0,0.0,3588712.0374000003,0.0,0.0,0.0,0.0,1338578.7142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 4 CLS BAcong Negros Oriental,2023,14848582.15,176022.0,41202.0,0.0,0.0,1219300.9400000002,2182461.1380000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205455.6,0.0,0.0,1309959.75,0.0,0.0,0.0,1081392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 STY 6 CLS Nueva Valencia Guimaras,2023,18407495.54,303423.66,39720.1164,0.0,0.0,1484453.8125,2500933.8465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2761642.1273999996,0.0,0.0,0.0,0.0,1353850.7136000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 STY 4 CLS Bulalcao Orietal mindoro,2023,11370123.47,0.0,0.0,0.0,0.0,2286064.484,0.0,0.0,0.0,540123.716,163168.34499999997,201106.19200000004,205272.56399999998,356848.56999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422505.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 6 CLS Castillejos, Zambales",2021,5543607.28,23412.45,54469.512,0.0,0.0,63877.836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865009.7757,0.0,0.0,0.0,0.0,29835.1872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 6 CLS Castillejos, Zambales",2021,4010862.85,217054.6896,98354.676,0.0,0.0,3043270.3092000005,3435255.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3335278.0500000003,0.0,0.0,0.0,0.0,1841754.8851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Project 117: Basay, Negros Oriental",,,290843.2637,82867.03199999999,0.0,0.0,2042866.2346,2864620.8000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2634046.585,0.0,0.0,417228.82480000006,1208140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS SIaton, Negros Oriental",,,168197.8172,43948.8,0.0,0.0,900469.3152,1667065.2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1246832.4816,0.0,0.0,201146.364,1005795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Dauin, Negros Oriental",2020,11842000.0,169998.8374,40999.914000000004,0.0,0.0,870011.5424,1499952.1319999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1149999.904,0.0,0.0,184999.908,915000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4 STY 20 CLS Binalonan, Pangasinan",2020,52921088.86,255782.74349999998,2364751.2102,0.0,0.0,3934860.579,8970410.91,0.0,0.0,297788.1797,5564459.113999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3158560.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4 STY 20 CLS Tobias Fornier, Antique",2020,46778280.56,955523.1412,174373.45,0.0,0.0,3758849.64,8371035.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5499843.359999999,0.0,0.0,0.0,0.0,2767810.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 STY 8 CLS San Pedro Laguna,2024,38606000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 STY 4 CLS Roxas City, Capiz",2024,15435664.91,113642.8224,98685.878,0.0,0.0,1707696.4275,1849459.8111000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752716.765,0.0,0.0,0.0,0.0,1828878.4799999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 STY 6 CLS Malolos Bulacan,2024,28962172.55,175470.284,37698.299999999996,0.0,0.0,3949099.8644999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2262317.233,0.0,0.0,0.0,0.0,0.0,0.0,1445025.6957999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Ma-ayon, Capiz",2024,14859476.05,165992.3424,66222.42,0.0,0.0,2049556.3325999998,2026117.6926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260267.8144,0.0,0.0,0.0,0.0,1136746.6800000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2 STY 4 CLS Ma-ayon, Capiz",2024,15500399.65,157585.3644,86698.162,0.0,0.0,1741781.9581999998,1832702.1269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2091130.8544000003,0.0,0.0,0.0,0.0,1108661.4570000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 2 CLS Milagros, Masbate",2024,5850335.9,89411.2212,0.0,0.0,0.0,1197744.9872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1051066.0940999999,0.0,0.0,0.0,0.0,0.0,0.0,422602.1312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1 STY 5 CLS Santa Ignacia, Tarlac",2024,18740697.35,167881.58899999998,39446.548800000004,0.0,0.0,1903621.6832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954890.0315,0.0,0.0,0.0,0.0,1446692.6415000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
